gene_symbol,PEMN_1,PEMN_2,PEMN_3,PEMN_4,PIMN_1,PIMN_2,PIMN_3,PIMN_4,PIMN_5,PIN_1,PIN_2,PSN,PSVN_1,PSVN_2,Glia_1,Glia_2,Glia_3,Glia_4,Glia_5,Glia_6
ACTR5,2740,1855,1899,8034,1318,5602,888,2111,6312,16082,9758,9005,15998,5227,9719,15684,14012,14113,10246,10808
ACTR6,13930,8420,5618,8327,5317,11298,11227,5983,6065,14968,5451,12283,7815,5239,6045,4147,4736,8289,4735,5433
ACTR8,380,2817,10601,1945,11809,2550,13715,12330,6783,4714,4726,7122,5098,15999,12605,11376,11263,7714,9978,11562
ACTRT3,4077,1714,4568,14243,5707,12673,9344,1812,5505,15762,945,8153,11593,8684,11158,13010,12186,10349,9979,8758
ACVR1,13726,15618,16059,15377,6999,2707,1978,5578,12332,1453,11900,2775,6424,4859,10211,11000,9316,5380,9552,7586
ACVR1B,9962,12022,15910,14862,9107,6141,10331,10813,5743,2963,6235,7531,8600,9345,3044,3648,4166,5622,3913,6886
ACVR1C,8509,6291,2777,6716,6072,10409,1553,3957,3675,14372,7161,14612,5238,15027,9603,9592,8795,11255,10602,8327
ACVR2A,9295,11163,11810,14633,12581,6501,4481,9345,10569,3028,10953,10351,9121,13671,3346,3349,3060,1387,1646,3377
ACVR2B,715,4152,8551,5449,9927,6174,9639,14614,8229,14155,11152,9989,7527,9710,8084,7715,8518,5097,2563,2623
ACVRL1,5143,2117,6711,236,925,11733,11186,535,487,15111,15456,7237,12855,10389,13192,13192,13716,8742,12522,13743
ACYP1,10362,2127,13871,7107,6149,5420,11932,8638,10110,4174,7972,12251,15093,11918,3125,6045,7291,3329,3140,3553
ACYP2,9964,12045,4375,10662,12928,10248,7467,12261,13486,11853,10941,6421,13207,10590,2248,309,658,1803,473,1056
ADA,15406,14586,2624,15099,2580,13239,120,508,13416,14765,10923,5054,1413,4795,9397,9413,7708,9548,9065,11326
ADAD1,15565,11014,6305,11355,11355,16232,2262,1297,4070,13704,1905,332,2168,1934,14458,14079,13666,13950,14472,13294
ADAL,11188,8989,4451,9046,7000,13534,8348,11248,6122,10566,8017,11154,8322,13810,6084,1930,2734,5108,365,1445
ADAM10,7777,6768,4966,7555,15065,6502,10325,14696,15133,10092,8948,5625,13006,11827,1134,5333,1952,539,4822,366
ADAM11,2402,13142,382,10051,7578,9518,1141,1255,7087,15683,8373,14286,10509,729,14071,13574,14290,13938,13181,15447
ADAM12,944,4836,2708,6147,2128,12165,10338,599,15732,5451,7263,882,16155,15608,11385,6662,12745,12043,12294,8276
ADAM15,1149,8650,15875,4873,11006,356,14656,11416,6002,9456,2737,9351,9795,5667,8884,10077,9813,9807,10969,9532
ADAM17,13528,7424,6430,5817,12537,10121,4973,12169,12796,14182,10361,6316,8763,11565,2573,836,3360,495,3982,6017
ADAM18,12802,14863,9740,11991,566,15942,5150,1984,11239,10012,12942,2086,3907,2908,2406,3606,4422,9729,14299,12587
ADAM19,12698,11042,3898,6432,12960,10648,7428,9538,5701,14466,7277,9407,14047,12364,61,15034,116,1924,1401,376
ADAM2,12066,2218,2786,11666,742,12596,5145,1084,15832,15586,789,5128,10995,5217,13094,13444,12270,13811,11724,12086
ADAM21,16093,12182,265,792,12177,4661,2791,16271,12002,707,2186,411,2622,2142,15498,15226,15825,15495,15447,15226
ADAM22,2868,4909,7652,6307,9244,4227,9799,8615,8807,14145,13213,10778,14027,9367,1759,3751,3337,5607,4503,4160
ADAM23,142,477,9580,8030,3028,364,7360,7990,10136,12250,14778,9817,15432,7767,3024,15418,15405,1410,13995,457
ADAM28,779,3685,1718,1821,3760,11799,10086,3178,16052,14868,7538,9927,11821,3905,11145,11234,11118,12162,12931,12533
ADAM29,15531,13404,6897,15393,9470,16008,1846,4854,1666,1205,11246,2535,16112,241,9476,8647,9737,13345,10222,3698
ADAM32,11864,7406,9792,10873,12965,12929,4632,11139,14487,12058,8902,4734,8995,9161,860,913,2920,2705,1501,2773
ADAM33,15324,15740,1048,5874,16169,14472,2271,15893,7288,1436,398,10738,443,1819,6500,13046,13847,10047,13648,7130
ADAM7,10912,1880,3570,7030,3141,4392,2183,2621,13508,14191,8484,2222,13375,16077,9282,10517,9979,11870,11728,10431
ADAM8,4973,8931,3783,10562,806,12682,1883,4616,4501,15674,12611,6898,2026,13613,8194,11480,11557,7955,6290,8610
ADAM9,8368,8149,8378,9230,8525,5824,7039,11641,7043,11685,6972,11560,14065,14001,1705,2189,2116,1582,7025,4265
ADAMDEC1,16085,1163,12929,1003,3844,10033,345,13316,16223,834,2613,4279,3353,2409,13548,14501,15125,15611,14543,14693
ADAMTS1,8054,10050,635,1098,10625,1543,9848,11211,3856,6748,2644,15104,14666,15739,9754,11633,11302,9851,11567,11418
ADAMTS10,11167,9322,8899,13722,7815,11890,1480,4891,10935,11946,14554,8157,11668,6833,9447,300,2766,4602,1242,3126
ADAMTS12,12941,8397,6014,6355,1018,11354,4592,710,6043,15021,15955,2649,8646,4798,10471,9754,10518,15517,5126,7445
ADAMTS13,15316,4640,6689,10509,6929,9560,2653,6526,15188,6967,6128,7810,15667,13963,1079,1496,2112,4115,2233,2704
ADAMTS14,3880,1872,64,377,659,8779,1114,13687,6557,7384,68,8027,16008,65,16194,15758,16136,14298,15714,14836
ADAMTS15,14769,1911,14733,16241,3822,11926,4520,1457,2238,5634,11616,597,8490,5673,11009,12480,12284,12797,12774,10575
ADAMTS16,8622,6840,7299,14484,1048,9066,1780,3987,14106,13396,15092,2850,8665,12395,5359,3268,3684,11314,4946,6231
ADAMTS17,13769,10163,8328,9000,236,14856,3644,1601,5779,14047,14014,6584,13577,6354,6949,9443,8017,4520,6230,3016
ADAMTS18,2604,11527,14676,13666,1123,15190,9048,724,11573,9072,11923,2858,12886,1314,7702,8608,10373,14270,8366,5829
ADAMTS19,16004,15777,12483,15391,13904,5093,1339,9291,4873,414,14926,6398,2171,3374,3950,7581,5930,6863,7300,7173
ADAMTS2,12256,180,3053,15392,98,11878,66,807,3678,13940,15453,5799,4500,11773,15698,4431,14758,9711,14014,14740
ADAMTS20,13835,3222,1799,6672,3794,12551,3571,2223,11971,13629,16137,1750,8217,3654,11090,11279,10532,13248,11615,9537
ADAMTS3,14152,12088,14889,16213,4805,7683,1928,10670,6624,2015,10966,2560,1264,6470,6406,9399,8404,8914,7999,8751
ADAMTS4,7324,3260,1007,10527,12659,15900,15525,9127,2548,2012,15042,387,204,286,6359,14471,9026,7561,15998,15936
ADAMTS5,11111,1404,3738,1605,9732,12397,7099,1673,16164,352,7008,8271,1145,15619,13730,14757,12859,14336,13622,11579
ADAMTS6,12234,1980,2925,11463,14421,15359,10532,2732,11701,13874,8399,2440,12551,12317,6143,1043,2934,10002,468,6082
ADAMTS7,116,966,2613,6390,15798,12452,10360,16055,9195,14320,251,1211,319,571,15489,14490,15909,10967,15789,9494
ADAMTS8,8928,1756,2341,9073,308,8908,433,676,7063,1109,101,1037,3800,94,16205,15890,16192,16153,16190,15910
ADAMTS9,12111,14173,14672,16263,3392,3935,983,1012,884,2109,10620,1727,2187,2612,11535,15660,12290,10189,15903,15424
ADAMTS9-AS2,15491,15816,15189,16020,606,1860,201,550,602,2585,13186,7025,680,2441,14242,15349,13865,8671,15393,14955
ADAMTSL1,16105,16207,8372,14918,184,6452,1388,719,1436,3058,4589,836,1597,3332,2136,15999,15887,13018,15967,3548
ADAMTSL2,3672,5511,1352,1212,12638,4995,10888,4287,4673,973,16256,2001,4096,13668,14097,14539,14874,14504,14719,14377
ADAMTSL3,12489,4972,6714,8563,4435,15279,9605,2660,10788,13273,7996,9688,8301,6216,4863,6928,4295,8258,4739,3183
ADAMTSL4,8374,390,146,847,14245,118,156,15306,28,8,10486,256,11679,11631,16105,15945,15986,15825,15908,16242
ADAMTSL5,16230,866,15740,748,15946,14950,11615,8254,210,679,2098,386,2484,2074,14939,15216,14713,14028,15273,15427
ADAP1,5267,12026,6976,4153,7480,2147,14543,10273,583,2183,5338,16014,6192,7086,11838,13267,12997,11912,12973,13254
ADAP2,13599,3521,4389,14985,6270,12972,9956,4380,15281,11198,14078,3890,7941,5225,3336,3206,1918,7777,3228,2233
ADAR,4548,8841,13848,7037,7467,2884,14100,13346,6777,9810,4093,11626,7497,8415,8075,3650,7047,5597,6969,8072
ADARB1,3765,4537,3117,3595,14278,5778,12689,15928,12446,5084,8934,5894,9910,15102,574,15173,8918,1385,4530,123
ADARB2,7254,4556,3692,6098,15959,14938,9297,15350,8492,9783,7632,3823,5669,13370,3626,3387,904,5738,381,3302
ADARB2-AS1,13903,15101,50,11826,16230,9233,4381,5377,762,5203,16114,3848,9117,840,11338,10499,11453,10870,12827,7381
ADAT1,2957,12782,14710,7423,7956,5404,9752,9064,3721,3550,8748,14032,11515,12428,5138,6634,5170,6330,7221,4060
ADAT2,397,10241,1935,2510,12037,5019,1688,13213,2180,16206,7787,7397,13802,3470,14629,13275,15022,12049,11961,11649
ADC,10661,6174,5995,11588,3549,6036,7946,9818,14049,11074,11194,10455,8723,12388,2386,1816,249,2815,5061,7347
ADCK1,13637,2690,4909,11224,7760,10842,10930,6048,9904,9095,15734,6510,12613,7278,3654,1296,1983,5481,3038,406
ADCK2,13686,7106,7604,6382,9942,12288,1305,3138,15516,15665,418,2776,4044,9274,12879,14155,8936,14015,6599,9940
ADCK3,10002,7206,6830,6173,13627,8343,8924,15634,5742,9094,15355,8220,9427,6423,2308,1922,3797,2737,1628,2374
ADCK4,14258,9872,8298,3062,11825,3323,3494,14624,10632,9278,845,14700,7949,8669,6066,4396,1496,6525,9023,14686
ADCK5,11032,5102,2528,10248,14441,9528,12431,4426,14244,14323,7227,9309,15550,2938,2194,2810,3498,6175,5179,2927
ADCY1,1833,3903,13624,14713,3282,14588,9634,12950,10483,7221,4062,8162,2971,2994,11233,5915,8209,13713,3867,6656
ADCY10,10551,10667,11759,15046,1655,14165,8030,610,14955,10560,10407,3000,11445,4288,6136,5139,6734,10962,5042,4153
ADCY2,13545,6900,3975,9031,13839,15722,10820,6261,14501,12072,10982,1642,3984,3948,14715,497,334,6785,59,12756
ADCY3,10306,12836,14871,10164,4161,6745,13161,9707,4678,2773,10148,11491,8825,10612,1790,4829,3711,5560,4590,3372
ADCY4,6758,508,2870,4198,4591,11798,2237,3439,12166,16059,9591,6545,11885,9555,11642,9954,11894,12212,11838,9556
ADCY5,7716,7163,3924,11402,6427,4142,4380,8831,5688,9794,6754,15729,7807,12949,5668,8544,7528,7294,7744,8690
ADCY6,8816,15177,9779,9906,10376,4146,6211,15477,6148,4927,10934,12019,11033,7818,1058,4311,4369,2153,3618,2396
ADCY7,7171,11081,4862,5083,2965,1002,10186,2574,8544,3631,7999,9968,15840,16014,4405,9078,8646,6749,9787,7800
ADCY8,11902,14143,14368,8650,2125,14330,4620,3365,9359,6388,6991,3395,12080,15113,3133,3746,4850,11820,3112,1641
ADCY9,11466,6437,5521,11452,9950,9557,5307,8067,10768,12452,15023,6819,13795,9896,506,4011,863,3026,1005,761
ADCYAP1,4717,1768,541,1420,10729,3048,16255,12516,8474,4534,3308,893,13704,15338,13190,14205,13960,13804,14064,14212
ADCYAP1R1,4731,14558,14736,7205,6163,355,11771,12495,3552,1788,5312,12846,7266,14376,6624,9368,8703,8369,9547,9676
ADD1,3103,4355,12397,8774,10731,3067,11622,14486,7119,7426,9890,12197,6084,11223,5345,10261,5755,2210,4109,4123
ADD2,9768,12341,11972,9364,10935,4930,12450,13967,10219,8731,7610,8950,7825,9932,622,2304,1630,3323,3524,2805
ADD3,3018,6094,2940,6138,16135,10322,11314,16083,16050,3174,4290,1527,614,4597,14005,11424,14157,370,11854,13119
ADGB,14681,13730,1679,11364,1519,15162,12395,960,12601,12257,9462,6492,9409,7010,3002,5318,3828,10164,4189,2007
ADH1B,1738,6448,11608,9113,13340,4880,16041,8518,9293,1143,121,10453,4082,12975,13229,14569,9822,6970,13760,7744
ADH4,14922,1192,1821,15998,11827,15569,2252,4505,14233,2198,9486,5961,5481,10256,13343,7850,3585,14299,1114,1386
ADH5,4623,7470,14182,2388,5493,7724,13633,10364,2654,6347,1700,12940,7781,14168,8777,10781,10667,8572,7599,8556
ADH6,11453,124,556,14132,1510,15906,145,9857,8244,3285,15829,2612,13293,11921,12031,12001,10707,13026,10432,10997
ADH7,15779,15343,187,15631,14434,13670,5994,1171,15963,549,1738,8404,1913,1811,14713,13333,11160,10645,14518,11665
ADHFE1,9059,12031,14853,4807,5161,11402,153,8790,15319,12099,4523,4665,13041,24,15780,11706,15361,12087,1286,11073
ADI1,1554,4432,13371,9539,8502,4704,13893,16034,2610,6287,5267,11093,6780,5741,8126,9653,7998,7543,9036,8001
ADIPOQ,12858,2880,4637,3753,4176,12983,6036,713,2948,355,15770,3034,14073,16050,11305,11575,11850,14333,11346,12780
ADIPOR1,11202,5732,13303,1648,2708,5183,14114,5494,7132,8949,7814,13805,5147,10555,6515,7630,8046,9703,8198,7649
ADIPOR2,1635,3431,9646,7044,11235,5423,3568,10774,9062,15847,10701,7578,1828,4178,12046,14554,6205,1642,9580,14707
ADIRF,10502,9505,7148,3479,9989,6982,8790,8750,2455,1707,4471,16201,4739,4750,12752,13873,13487,13153,13216,13618
ADK,12859,11760,4901,11654,14208,8362,6518,11232,13618,8653,13663,4823,15124,9780,495,7683,497,354,257,45
ADM,13053,2084,1972,1796,15957,1178,16276,8837,3384,1238,3874,2839,5859,3233,14849,15363,14760,15295,15166,15272
ADM2,15517,781,6068,14916,2574,213,204,8774,6878,15966,1957,6745,2258,1985,13226,15751,14718,13962,14469,14673
ADNP,8604,6791,11890,7772,11148,5952,9801,13253,10720,12151,6688,9816,10855,10332,2074,1852,2417,2592,5944,3169
ADNP2,5142,7915,5644,12245,12455,7780,11463,9092,13006,11644,12917,5972,10489,12427,1846,865,700,1216,1856,5042
ADO,4555,5304,6892,3929,6018,1851,15824,11979,184,10468,1896,14180,5587,10808,11751,12889,11977,11605,12987,12592
ADORA1,7854,3135,7405,3096,7427,6335,1962,3741,1637,1573,14735,16174,7383,3350,14354,14833,14901,14762,14760,14774
ADORA2A-AS1,15807,2359,3121,15414,3277,14924,11675,565,10452,10127,13998,3684,11341,1509,7901,7162,6552,8373,5708,6485
ADORA2B,8588,12588,4309,10857,9624,15750,3601,5366,15292,13643,2614,3372,13937,3154,6534,5670,6450,11243,4896,6707
ADORA3,713,13698,9865,15678,3850,10627,4407,258,14149,3463,13721,7511,1462,12304,8788,8431,7306,12053,7168,7363
ADPGK,12923,3335,5437,7376,10485,12098,13337,15474,13603,2085,10683,7731,7656,11888,3561,2843,4661,2122,1650,2301
ADPRH,5339,9105,15966,6041,12074,7904,13222,8698,1598,6635,1525,12697,6704,1629,11027,12424,13041,11477,11125,12000
ADPRHL1,14420,8700,9392,13040,2646,11002,1367,5842,11243,9969,13215,3826,14944,14326,846,1545,2823,7112,1283,364
ADPRHL2,4552,14096,5292,6798,10332,1957,7985,15902,11054,6916,5845,9541,11507,14333,1893,5582,3089,2194,3612,8944
ADPRM,4951,14592,1194,2299,13181,10239,9571,4128,7001,12208,1177,12098,1769,15755,10853,7783,9960,14933,8475,7478
ADRA1A,14602,12806,1233,12244,490,15245,11310,1522,14273,7621,2232,8104,8300,13425,5877,6981,3807,12709,5754,7266
ADRA1B,13775,10459,13121,16178,4286,12516,3488,4182,11394,198,5744,8293,6946,849,11013,10507,11856,15561,11974,10107
ADRA1D,16173,14925,14996,7548,5804,15763,9281,3819,1770,190,679,69,594,816,15408,15636,15488,16053,12631,15484
ADRA2A,4218,9612,15736,3444,4195,383,14735,1564,967,13734,6664,6815,7440,12984,11418,13003,12539,12011,12783,12901
ADRB1,2990,1221,1181,1056,11815,13278,14289,16269,6602,4572,2683,537,3496,2471,15431,14244,14601,15257,14465,15603
ADRBK1,4266,5586,13925,2792,8053,1700,12409,14824,1907,5954,7304,12462,6126,14537,8127,9803,8322,7274,8934,8573
ADRBK2,13922,13737,8588,13255,15526,5574,10057,12519,10438,8879,11792,3555,13084,9297,86,717,195,1665,725,581
ADRM1,4289,5575,6962,6149,8627,7143,14564,10100,3527,6063,4252,15678,7713,7406,6256,9358,8136,8833,11122,10255
ADSL,3724,12784,15706,3833,6227,12361,7962,7901,6603,9361,8316,6785,9023,13104,3972,7428,6614,6444,1486,4482
ADSS,799,768,7083,4925,14747,1639,6999,14152,14670,7848,14374,7071,15250,12463,10683,5479,6139,1593,3405,3938
ADSSL1,658,16229,1190,5846,15667,4338,12769,14756,9468,309,14455,4984,992,1209,13502,13101,13243,9791,12981,11575
ADTRP,15521,2611,4048,3741,10782,16235,5479,6488,15303,4617,599,3499,2812,6108,12357,14260,12236,8579,9700,9968
AEBP1,357,8750,2602,30,3318,105,788,16234,10,5659,14460,244,1674,5251,15689,16052,15629,15440,16058,15930
AEBP2,5974,5248,9880,11388,11948,6360,10130,11113,14716,9193,13327,7082,11949,8212,2040,2494,1971,1717,2656,2016
AEN,1459,4039,10798,15065,11050,1798,15966,10456,14831,2289,9227,6675,3107,298,5003,10590,9801,14527,13167,11725
AES,3262,13331,12486,4150,7886,1888,13714,14857,1880,4635,4596,13476,6429,12457,6599,9718,8054,7205,9134,9243
AFAP1,14238,14882,8975,14062,15703,11191,5523,13014,12770,7424,11352,2020,10007,6097,24,2115,48,1578,3348,2328
AFAP1-AS1,10725,10332,2705,14274,14975,262,13955,16153,11705,144,6877,7714,12639,6353,5494,8021,7488,5295,8297,8471
AFAP1L1,14253,3579,5684,14907,391,16099,10620,194,8109,10355,1045,2404,8241,2340,14027,14916,13796,16172,2660,9424
AFAP1L2,974,526,288,1097,1672,4098,1716,2282,1859,1339,2540,1315,1217,1741,16211,16169,16247,16113,16099,16144
AFF1,3341,3278,6098,7301,15321,13882,6699,10944,10814,13357,12370,8980,2565,6038,8396,6232,1332,2085,2903,5540
AFF2,8916,3869,1231,3576,9037,5323,1704,3462,2032,5317,9407,16238,9734,10802,13855,14495,14363,14454,14150,14197
AFF3,13759,7127,1161,2361,15684,9050,6067,11468,8800,12957,9623,3943,16084,14887,2193,744,885,3911,1490,3477
AFF4,9615,8860,8005,10131,11901,6410,7732,10180,9864,11005,12447,8109,9053,11672,135,35,28,105,15509,14602
AFG3L2,7399,10282,14394,8615,4926,5532,14229,14777,6674,4388,8568,11361,4963,5330,7884,3890,5205,2125,8930,8384
AFMID,3010,389,4548,9279,15573,15184,6728,15671,14008,3446,5746,6720,11734,9918,8193,7612,4729,4066,5424,1035
AFP,16236,942,15925,807,16019,12578,12184,1542,235,716,2224,423,2681,2177,15238,15687,15575,11950,15774,15480
AFTPH,7270,10608,13311,11550,8193,6927,10377,11608,9807,10864,9168,8680,6787,9823,1351,2004,3142,1913,1665,8268
AGA,1189,9133,9,11058,204,13135,13003,15979,11459,2087,231,9153,15726,272,15705,15225,15414,14154,14117,11126
AGAP1,10031,9290,7904,9445,15574,8029,6469,15129,14435,5259,13616,4245,12056,7920,12,12862,3372,70,11040,39
AGAP3,4543,8100,9685,3350,10250,4708,11158,14948,8568,9914,10082,10333,14864,10776,1887,3348,2543,2945,3237,3279
AGAP4,15603,3781,7450,15920,10631,7799,2478,2500,5940,248,15798,7792,13803,7606,7521,4784,5591,8490,10149,6431
AGAP5,13300,6114,7479,6625,15424,3738,14149,10519,15506,111,12960,5966,16006,1842,13722,6169,5752,6146,4046,1715
AGAP6,8930,2305,1057,9078,14049,8867,1811,12325,10437,12880,15227,12071,10472,8270,7685,3254,6510,4280,3938,3826
AGAP7,14332,1777,3233,12675,10079,15634,1876,3828,1774,15156,10171,10201,6093,878,8280,11990,14596,12765,7770,9244
AGAP8,12367,12643,12474,15784,11341,5753,3017,6658,8858,9294,15320,2518,11434,5286,4303,2771,3592,2442,3753,4433
AGAP9,7639,1781,4829,8204,2197,14693,3086,5508,15683,4506,15116,1002,15284,13991,4234,6100,7022,10335,6715,4539
AGBL1,11979,12783,8886,12117,3203,15458,4605,1840,10159,11897,8505,7630,11114,5895,8492,1179,3439,12598,830,4601
AGBL2,14952,9077,6876,14072,6825,15476,3168,1093,5299,13720,13569,5200,11793,1433,3320,6621,6504,11942,5749,4770
AGBL3,8478,14891,2596,7689,8945,16030,5309,3937,9213,14402,1243,7631,576,534,15066,11854,14293,14663,10746,8191
AGBL4,13258,10047,7991,13837,14538,7579,3792,10186,9839,5536,14801,5178,15449,10288,1040,131,108,3786,115,1629
AGBL5,5671,12101,14353,6986,7253,11110,13082,7886,9817,8689,6110,10285,10615,6564,956,2938,2509,8578,4219,3929
AGER,103,10899,12032,12532,6978,1822,299,16209,3444,10818,194,1869,15066,213,15516,15424,14609,8837,15443,15845
AGFG1,7961,8880,11232,9986,13754,6467,8035,12511,11820,5809,8782,9972,14095,12254,944,444,2197,731,4323,3635
AGFG2,12217,9944,4108,7716,6428,12657,9471,8501,13948,2813,8117,7752,1969,15803,4446,3949,3115,5552,2651,7698
AGGF1,7062,9536,14912,7711,12732,2897,12294,8276,3296,12721,5349,13010,5364,5001,9706,9557,7122,6748,7722,6247
AGK,6115,5452,13323,12002,12272,14015,5189,9892,11595,10475,1868,11046,5503,959,5100,14853,7240,6022,12643,2276
AGL,1041,7589,13596,8077,12984,4196,6236,8902,11190,13063,11115,8543,6911,12449,4464,6071,3465,3945,3979,5342
AGMAT,14130,4875,5559,7517,4719,15459,10805,165,11100,15118,5061,2843,14705,4961,8316,7382,8229,13015,5550,8773
AGMO,11847,6650,1807,3067,6221,6056,2213,3326,3507,4396,2834,1094,16243,16191,12980,15002,13660,13686,12878,13585
AGO1,14765,13705,8231,7785,11289,5531,12804,14761,11648,8355,4644,8736,10591,7878,2508,1273,4210,2680,447,1748
AGO2,15343,10634,5744,14124,464,10154,1325,6124,13506,8045,654,1910,9216,4103,12758,623,713,312,16202,15914
AGO3,9667,7695,10428,9584,12558,8828,5680,11711,11225,11349,11144,7299,9204,12352,13865,85,2490,446,1484,4266
AGO4,10564,8353,5757,13372,15090,9974,3452,9752,10898,10247,11404,7468,14837,11954,1670,2348,987,1869,137,32
AGPAT1,2626,12449,8630,3914,3691,1794,14994,11635,659,6223,2541,15433,5264,8472,11527,13229,12125,11340,12944,12302
AGPAT2,3434,5208,3159,6192,11000,1778,10706,9031,2154,7572,8708,16156,3019,6064,11437,12919,13107,11735,13343,12630
AGPAT3,7662,6410,6886,10055,14767,6855,6260,15218,11356,2671,14111,10509,11183,11240,1510,2380,5308,748,3171,1815
AGPAT4,3444,3904,8437,10754,14863,5280,8394,14828,13403,5360,10639,5957,13517,14638,377,1879,1036,1437,5505,4548
AGPAT5,10875,13136,13986,8400,10582,803,10672,14280,7699,3573,8763,10349,6650,13684,3453,4061,3829,2110,8464,2901
AGPAT6,1536,5605,13135,3220,6446,4739,14135,12198,4625,11416,5856,12191,5671,11358,6470,7848,6979,6994,8829,10037
AGPAT9,11243,7636,7194,13126,1993,13894,6081,1307,6100,15128,6465,11463,6258,2285,10208,9444,11055,11361,8967,9165
AGPS,6037,2371,6902,7202,12725,5379,9687,12536,7753,8308,11379,11001,9098,15266,8505,4398,3365,2177,2943,3675
AGR2,12548,2625,4425,3456,8397,16225,398,578,8495,12331,1024,2914,15605,11983,11680,12509,12765,13372,13805,10806
AGR3,15093,5848,16255,643,2457,5469,3561,7477,10081,7688,1884,2183,12303,1916,12859,14085,14436,14364,15378,13533
AGRN,9457,5742,4186,12923,8644,321,912,7187,791,15711,4809,14479,2576,6466,14847,11880,13519,10998,13988,14428
AGT,4099,16022,1347,3408,5215,1503,16120,16144,2078,1047,3179,1304,4465,13225,13672,14557,14166,13603,13925,14725
AGTPBP1,8305,5134,7927,10713,13693,6883,8345,11885,14035,7889,13725,8399,13506,9096,1374,1574,681,2041,1399,1171
AGTR1,10009,1475,12779,10224,4860,11703,7032,5874,1742,16157,3026,634,4171,2711,14821,15289,14538,14396,14257,14751
AGTRAP,8772,1846,2743,2086,3564,1137,12387,5746,5400,4855,12828,16149,5884,1674,14293,15199,14773,13818,13108,14918
AGXT2,2792,12812,6596,15874,1784,9243,1176,372,4676,15498,14370,1690,4445,7800,13456,12731,9554,15066,8885,10160
AHCTF1,4349,3369,7011,12509,1374,3213,2910,10044,9393,13149,11713,10799,4300,14372,10721,14950,12995,1781,2195,2330
AHCY,5578,8330,9803,6758,2355,10656,15010,7554,3813,11784,5233,11921,7399,10611,4728,5179,6936,8061,5843,6744
AHCYL1,12793,11693,11782,8260,13808,859,9646,9047,4641,3260,12855,11101,3266,15244,2299,2825,4217,881,10550,7883
AHCYL2,7916,6027,6532,12180,12939,8119,7302,9980,14466,9888,13625,8405,13359,7466,8713,255,4366,2003,332,591
AHDC1,4768,11875,8120,6082,7142,4332,10682,15755,6671,3566,13994,8816,11590,13403,13461,2074,6145,2776,322,743
AHI1,14511,14401,7067,12796,15797,8346,6622,14258,10789,8465,10542,3469,10169,8702,72,65,13,135,9104,11977
