gene_symbol,PEMN_1,PEMN_2,PEMN_3,PEMN_4,PIMN_1,PIMN_2,PIMN_3,PIMN_4,PIMN_5,PIN_1,PIN_2,PSN,PSVN_1,PSVN_2,Glia_1,Glia_2,Glia_3,Glia_4,Glia_5,Glia_6
TMEM82,15270,4874,5250,166,650,15939,3057,3471,15364,9079,707,6190,15761,857,14133,14535,11412,15579,12322,10351
TMEM86A,14293,15397,9071,4589,3082,6699,5068,5708,6006,12407,7594,14608,474,7100,5776,8604,10395,7980,6621,9050
TMEM86B,8488,7570,7735,10196,9042,7454,12569,10007,3575,14635,14372,3018,14048,10567,3610,2001,2404,1395,7378,2107
TMEM87A,10695,5730,5238,7217,13238,6305,6192,14293,10810,12623,6837,10812,13227,12617,4456,4064,3722,1413,2664,904
TMEM87B,6165,4552,5443,5755,4380,5647,6527,7847,6785,12123,11374,13937,12930,14309,4297,5813,8270,4243,6175,3860
TMEM88,1169,15836,12477,5022,15195,228,6279,8804,10303,7886,14917,21,14170,326,2679,5270,4352,3363,16003,15821
TMEM8A,6817,10091,15381,3059,13878,4214,9875,11854,5104,5216,15120,9530,1752,8538,2805,5972,3921,3850,10572,6027
TMEM8B,2697,10504,12873,1132,9498,1042,12856,15868,2917,7140,3288,12669,5673,10793,9394,10323,10459,8281,10065,11476
TMEM8C,13702,750,10229,10508,10818,3591,190,1289,9649,12988,1897,328,2155,16078,13618,14210,13968,16127,15229,12059
TMEM9,7084,8418,9537,3336,6960,2759,11895,7363,2699,6365,4061,16094,6854,4269,12405,13119,12567,13119,13127,13195
TMEM92,1511,703,4177,13763,12677,15837,10480,7262,168,15396,1821,5172,2035,1872,13529,14552,14335,13421,11907,15259
TMEM97,5338,5266,14817,3997,3340,2091,16213,5692,4743,9209,2380,7624,2937,5451,12952,13554,13150,12630,13310,12946
TMEM98,5602,6462,6387,4103,185,14435,2731,5446,14127,53,15943,7077,13326,240,15576,12975,12961,13630,15414,13289
TMEM99,13030,9074,4671,5594,14579,6068,16221,12200,924,8470,356,8649,3213,8519,10596,11592,7558,9780,10066,7626
TMEM9B,5097,7321,11649,5091,6316,6707,12449,8196,3887,11590,6214,14696,3314,9607,5649,8745,7780,8670,6922,9786
TMF1,8823,15440,10240,11885,6114,2732,7829,14070,4926,12944,7107,10366,6124,7273,3143,3378,1367,1459,12595,7055
TMIGD1,16097,2604,10858,15478,998,12512,1347,858,3417,11250,13282,1262,402,14191,4664,11588,6399,11879,13290,13203
TMIGD2,15198,14104,10773,9684,896,16132,4210,4379,7393,8937,5994,6088,7036,604,8501,9062,10001,12875,6915,9014
TMLHE,13188,8139,4764,15274,14030,9201,1915,13188,13928,2810,12131,8107,4200,13514,4201,2979,4738,935,1880,1897
TMOD1,15018,14939,4358,8058,15724,9188,11689,15193,12228,2381,6621,2244,14660,13848,588,423,166,2338,762,2194
TMOD2,7353,11954,8479,4316,11927,5331,12008,15078,7851,8958,3068,9126,11430,14580,4635,13081,4584,3034,496,757
TMOD3,5912,9645,4434,8882,11973,12950,9682,12566,14509,9112,5496,7672,12735,12813,677,2872,2507,3016,1538,1427
TMPO,10521,8904,14073,10800,6366,11940,10489,10301,10558,2603,4063,12225,13522,6635,3119,8688,8883,5454,159,2302
TMPRSS11A,11653,8609,3162,12276,13419,11584,3257,9532,15019,15067,2505,3386,6999,12094,1180,795,1386,3540,7740,14518
TMPRSS11B,16061,1859,528,16269,6259,13176,12928,2622,603,1165,3586,810,15249,3067,13482,14756,14197,14958,15368,15090
TMPRSS11BNL,15378,14422,15873,545,13315,12271,11817,1128,15213,531,1681,282,15786,1768,15083,11503,10981,13435,14182,14399
TMPRSS11D,14441,12471,5504,3611,15965,11631,3047,5888,16234,7450,9739,2666,2675,4623,2291,2742,3369,3954,9842,13952
TMPRSS11E,15957,8909,815,10161,8518,16059,1319,2443,15975,4098,834,1248,753,13021,11843,13508,14150,15567,9970,11835
TMPRSS11F,9149,560,2093,16144,11511,15031,9395,7364,13638,9308,451,4441,1951,5458,9402,8276,13486,10093,12490,9660
TMPRSS12,10018,14792,10566,13169,2126,13957,5842,2113,4270,15740,389,2675,8440,5021,12048,10734,12523,14338,9885,10399
TMPRSS13,15985,6255,4539,14041,2959,15387,248,1507,10259,15468,2176,408,2606,2134,14264,14365,13158,15154,13738,14642
TMPRSS15,14195,9215,4330,12103,456,14818,2937,1902,14949,13933,14560,2277,8921,4467,7083,7447,4809,11140,5637,8319
TMPRSS2,14338,3724,2139,6519,4172,13756,469,5219,8893,8826,15236,12993,2584,12692,5773,3659,4335,11968,8360,7091
TMPRSS3,15653,2636,3704,368,4034,8788,442,2602,711,15230,15522,1203,16173,10932,10739,13342,12573,12945,11487,11589
TMPRSS4,16224,12434,3697,6232,8033,15176,1422,1100,10713,4116,15528,3118,5507,5335,4619,6626,4616,6587,10386,7815
TMPRSS5,13969,17,16135,286,5135,10000,4145,987,8726,11,14488,4352,6464,6615,15827,14898,15760,15995,15150,14566
TMPRSS6,12515,4733,14966,15982,548,14554,9618,196,7108,2647,150,3206,11983,4171,4524,6094,7863,14484,15814,15709
TMPRSS7,12003,2370,1795,8545,3211,13444,11968,2312,4866,15471,15627,112,15454,1146,10120,14241,10893,14727,10444,11986
TMPRSS9,13163,13243,2586,11663,12175,14234,1857,2570,12953,13299,10812,6781,1707,13527,5994,2289,7099,5634,3739,1766
TMSB10,2646,9497,11047,2806,4377,3454,14955,8233,3203,6712,4658,14666,4305,12917,7350,10755,9249,9668,11696,11287
TMSB15B,4396,14511,5983,14201,9799,7583,11162,9488,8765,1313,8028,13196,15969,5288,1424,4682,4997,4011,3215,5148
TMSB4X,2514,11658,11846,3097,6864,6178,15227,11604,4490,6532,3446,11641,6891,13789,3460,7343,5588,8628,7939,9410
TMSB4Y,7749,3274,14124,4182,9830,5525,16065,3055,995,459,11950,12178,9297,12453,12906,11962,11164,9771,13202,10869
TMTC1,3022,2535,14799,12631,15219,7273,9561,14859,9099,8003,15304,1380,5198,5349,4170,5293,6093,4108,7147,5353
TMTC2,13621,10635,220,497,16196,13139,7022,15719,13494,7074,968,10541,4086,5529,14312,1315,4044,4429,7838,15266
TMTC3,3823,2079,9072,7036,8754,4821,10051,13286,12050,9548,11927,13995,10933,3716,9801,7122,6709,5376,5237,5616
TMTC4,14955,14714,6809,7072,6502,14663,14227,13071,9128,8135,3689,2103,10398,9141,9534,117,2923,2528,4297,3584
TMUB1,3919,13265,7503,4666,5393,927,12864,9728,4249,7850,3243,15831,8560,6575,9231,11685,11686,10710,11148,10220
TMUB2,6468,13411,6360,6671,6347,9746,9584,5785,10167,12556,8102,10055,7812,14756,2378,1469,2470,5474,6008,3954
TMX1,390,14583,5068,381,6867,8571,6705,11506,6736,5401,3271,7795,12268,16071,13350,11060,12479,13946,3425,4791
TMX3,11751,15329,9497,6321,9543,2524,9999,15092,4107,2317,4654,13146,12760,13463,6338,5381,5608,2675,6153,4093
TMX4,3003,13074,15344,5615,4117,693,14603,13241,2430,5107,12266,9684,3427,9621,9325,7464,7755,5754,8338,8914
TNC,1126,3664,1970,857,6365,9076,4728,2617,655,824,12190,3053,1530,505,15636,15535,15773,12229,16246,16258
TNFAIP1,14520,14881,3885,3920,12136,9314,11816,14909,5574,10070,8834,12930,9921,3411,922,4354,3305,2024,7685,2746
TNFAIP2,3293,26,695,7286,16127,1716,621,7335,30,1655,7714,4400,23,2451,16004,15774,16275,14455,16154,15991
TNFAIP3,11462,2710,10122,889,11517,2588,1509,15417,93,15578,304,9561,8838,361,15135,15342,15428,11305,15912,15179
TNFAIP6,8552,4436,7681,8031,70,16229,6164,1193,4865,2022,4429,3023,9465,10096,2772,10919,6178,11327,16106,15805
TNFAIP8,4627,2962,10443,12846,5850,12925,3853,2446,6528,15138,14639,3180,14271,7300,6497,12406,7138,3973,5940,3711
TNFAIP8L1,8446,4094,4818,15505,6276,11372,1764,2571,12239,15060,15170,3596,4563,1388,11362,13430,9983,13369,7339,5009
TNFAIP8L3,4512,15262,13149,2676,3831,12490,2225,848,9533,3218,5603,15502,10504,5011,10796,13289,9420,13245,10843,13228
TNFRSF10A,12817,1495,1362,15263,544,13783,8927,1940,7474,14064,5342,3225,14356,15429,9081,11215,7686,10773,5468,6655
TNFRSF10B,1066,5296,5383,8849,434,11311,5343,2609,12824,15694,1827,8411,12919,486,11710,5993,13156,11330,15597,15815
TNFRSF10C,12555,2890,2833,11576,6913,13418,873,2806,7915,15888,1365,10868,1391,5504,14296,12949,11566,14195,12852,11252
TNFRSF10D,13470,8025,8139,14335,776,14580,5632,106,5371,15337,10210,3174,14262,4001,6374,6113,5618,13909,7134,13112
TNFRSF11A,8393,7582,14647,15211,9562,12115,10496,1473,9886,7516,6703,11104,417,3295,7761,9643,9510,11571,7204,8374
TNFRSF11B,15943,271,1146,5648,4742,4061,12873,6559,14270,15605,14517,1772,10839,1003,11979,10814,12661,12197,10483,12760
TNFRSF12A,6107,9703,2502,10945,856,272,538,3230,2101,4601,8961,4471,472,4128,4428,14874,9636,15655,16260,16232
TNFRSF13B,13602,824,8190,9287,6110,15963,8740,2538,6457,14609,3523,2076,6494,12432,9298,10312,7457,12780,7834,10065
TNFRSF14,14704,14899,1004,73,16236,14460,7179,16103,4359,2548,4969,295,15739,7753,7419,11184,8003,4126,11845,7072
TNFRSF17,16276,13785,172,14074,12756,11507,3439,7449,14550,522,1648,268,1797,1742,14580,15501,13018,13190,15060,15625
TNFRSF19,833,94,964,231,9901,8488,2499,10189,6080,36,483,1238,5455,5502,16181,15536,16053,15539,16232,16129
TNFRSF1A,391,9187,9887,187,2522,85,10597,14805,4953,1623,7061,14998,10903,9909,7971,13113,7041,4015,15856,15869
TNFRSF1B,238,15,2416,1970,516,7345,16226,11810,9580,1688,8218,2567,266,4147,15741,10318,16000,15383,16073,15637
TNFRSF21,3995,2872,15797,11397,5522,4835,3564,5818,3430,12772,14149,11378,4250,2442,9654,11148,10910,10872,11912,11743
TNFRSF25,15501,14941,1058,3760,16198,7204,3905,16210,15518,380,5770,620,9014,7125,12949,6131,10897,7504,10174,10027
TNFRSF8,9412,6048,2006,11231,3886,15370,6565,984,9732,15310,3944,6223,9638,11521,6335,4940,3138,9270,10296,14581
TNFRSF9,15977,2672,793,8188,8529,12952,4759,884,4688,16097,1397,204,15308,10551,13924,13214,14346,14246,11828,13792
TNFSF10,14538,5683,15572,13507,9412,10564,604,1243,14271,11833,10574,758,4934,448,7468,16100,6382,8734,14636,6594
TNFSF11,15405,3130,2442,4161,1169,16069,13640,5191,15991,4380,1116,1400,14535,1273,11880,13093,11830,14507,13506,11342
TNFSF13B,8144,15564,3316,7439,11994,11143,11229,14616,7157,11835,10789,5267,15920,392,7900,3881,4116,1139,1615,5413
TNFSF14,15217,15998,5429,14924,14731,14358,11952,6980,5545,9594,212,19,180,246,15265,12159,12490,8567,15461,12426
TNFSF15,14728,12780,1200,16192,11695,14046,2611,825,1433,6590,1321,12969,1336,1467,12572,13109,15316,14211,13429,13716
TNFSF18,2391,1021,4250,878,15785,14262,10544,16094,16104,755,2373,2257,12474,2255,12188,13032,13427,14746,12964,12941
TNFSF4,12582,4710,3176,1027,16264,7448,638,15723,10976,201,14993,7618,15176,861,6353,11508,11386,8348,8498,13315
TNFSF8,16116,2357,7729,15992,12664,14655,189,1941,9563,5064,13394,2272,2083,6245,5947,7551,9002,10286,9122,4602
TNIK,3828,6451,2552,9759,15523,11358,1368,11613,9375,13390,9133,1905,15879,14214,15493,2,4971,1809,3593,9681
TNIP1,6884,3387,1734,2613,8659,2789,11239,5182,893,12622,2413,16019,14133,11546,13215,13834,14014,12048,12697,12712
TNIP2,1358,1312,11235,8761,9809,4633,9689,4496,13687,2724,2816,14463,9294,14801,6555,9479,8180,7895,13929,13261
TNIP3,16057,3163,8177,15242,4818,11527,3189,242,8594,15233,2351,3369,11856,5799,8474,7491,8257,14340,8211,8019
TNK1,15265,3757,5553,11630,6404,10776,993,687,14695,15090,9003,9750,182,257,11446,14320,9207,14741,14654,14288
TNK2,8804,7362,13029,11438,8894,4762,8849,11597,6062,9316,15635,6564,4182,7595,4333,6730,4695,3080,3485,2585
TNKS,9713,9896,6062,10885,15152,7331,8157,14176,13495,4584,13016,4867,14659,12841,4866,1581,1034,502,274,150
TNKS1BP1,2700,2771,6859,5170,8793,624,5695,11733,5046,14428,12508,15143,2414,2924,14054,13427,11353,9630,12721,11254
TNKS2,9064,3858,8191,11481,14198,5385,6252,10625,12021,2525,15064,8572,9914,14585,4775,1095,2422,1006,3094,6659
TNMD,5581,2087,596,1801,6959,13830,722,2837,9235,16160,3876,902,16063,3237,14878,15589,15501,15859,14451,14480
TNN,15772,7454,2990,9697,9645,16244,4251,1727,7920,5751,4066,5523,7917,9921,8831,7540,7537,9265,6123,7368
TNNC2,3509,7724,2015,2602,2706,11294,10738,15934,15595,9479,5700,6350,6038,13161,4126,7058,7335,8758,5773,7049
TNNI1,9969,16181,63,6537,839,1065,44,15430,15151,8656,879,5945,15712,1040,13067,13969,15373,15912,12801,15042
TNNI3,13225,1377,390,1169,4545,14519,5942,5376,3413,941,2903,15367,14038,15730,13556,14157,14121,15366,13631,13669
TNNT1,7839,4998,1379,6347,8777,10005,3532,3301,4584,2690,6784,16251,8866,5640,13505,14439,14406,14902,14206,13774
TNNT2,2523,6922,309,908,16209,9504,4425,8253,6307,779,16220,5990,13043,2297,12842,14334,13554,13512,13073,14177
TNPO1,14431,14798,12813,14842,12710,4368,4188,9604,6415,6593,12040,9368,11337,6667,2503,1333,1917,1427,1635,1873
TNPO2,7260,7945,12044,5261,6045,1550,13738,13906,4725,6634,6505,13581,9362,11187,6281,6940,6879,5890,5991,6752
TNPO3,5853,9826,5527,10515,12198,11009,8260,8644,14688,12327,10656,8312,6942,10110,2759,4506,4741,2336,442,1295
TNR,5958,2190,1652,3109,16153,9313,15852,15673,15978,5279,5540,1228,5760,3707,8275,9977,9354,10220,10945,9637
TNRC18,12461,8275,7876,7278,15127,9731,8039,15180,12929,9296,11774,6789,8331,7721,8493,625,2153,1245,103,684
TNRC6A,13205,12927,7051,9150,15386,5200,5277,13810,10326,8025,14019,5680,13758,11477,3269,1566,696,277,261,875
TNRC6B,11555,12608,8516,11022,13178,9543,5955,11408,9490,10008,12444,9528,11637,7918,5358,4874,2763,655,601,13
TNRC6C,15325,14238,2846,7550,16010,8562,2898,15911,11085,1812,5855,6471,14151,13677,10907,1214,1282,411,384,3697
TNS1,7838,13218,4063,5717,15335,2354,13957,15876,8668,4920,2584,12907,5480,6307,7845,12434,6964,991,6591,6388
TNS3,388,1053,6216,9459,15633,8395,11095,13711,11234,14565,10316,192,14462,12817,3865,10789,6209,3884,7158,4826
TNS4,16002,6055,614,16010,6255,14773,11320,6000,15813,2915,749,957,658,895,10457,11038,14101,14192,13621,15670
TNXB,14993,3776,4164,7718,14224,13545,7373,8696,8941,12864,106,11136,9339,10806,9580,14230,4833,1966,1024,5190
TOB1,3695,14627,14555,2126,7532,1830,14533,10212,303,10656,2381,13070,1125,6573,12743,13295,13246,9158,13610,12387
TOB2,12620,2719,9795,12073,71,7093,14290,12624,5537,10317,4620,12549,101,1340,14660,15154,15550,7937,12679,8064
TOE1,10134,16134,7897,7512,3598,590,12424,4873,5085,1580,6571,12433,7599,14423,5933,11287,10283,7016,7210,8815
TOLLIP,1789,8161,13484,2028,10034,1027,14351,12194,1399,7597,2701,12837,4063,14292,9697,10905,11724,10689,11516,10739
TOM1,11999,13306,10217,10285,2441,10491,7845,3334,9808,11601,11592,12119,10547,5963,1684,3790,3991,8339,2878,2334
TOM1L1,13371,14955,10095,14994,10623,12800,8936,7231,9249,8518,6577,6199,12419,5889,947,495,699,9919,307,134
TOM1L2,4743,7882,11785,11357,8926,7832,10170,10268,7943,12265,9297,12560,2353,5476,6725,5985,7245,4263,6576,2367
TOMM20,3421,12056,14050,4149,7363,1258,14699,13332,1448,5570,4952,14348,4135,7006,9408,11258,10184,10237,10798,10757
TOMM20L,3653,14121,16248,14172,4702,11759,4535,8204,6213,970,2964,618,4068,2673,13496,15188,13584,15499,15399,13762
TOMM22,4991,6688,14172,2380,6041,1331,14519,6537,1498,2478,6215,15586,5045,9845,11876,13180,12984,12796,13219,12952
TOMM34,2278,4251,13127,4184,7753,1366,14877,11675,1069,3707,3834,15072,1889,11430,12217,13296,12055,12453,13267,12825
TOMM40,1050,13045,9990,13940,5743,8263,15058,13552,8688,4472,10922,10133,2394,1543,6726,6493,7765,7092,6494,6500
TOMM40L,3038,8188,12577,4694,7895,868,10431,8839,2367,8391,7330,15913,6190,4040,11423,12754,12861,11308,12598,12616
TOMM7,3782,11258,15052,2636,8048,4520,15702,11281,2338,6015,1985,11977,2262,8496,9317,11244,11003,10544,11154,10897
TOMM70A,6693,11445,10642,5515,10219,6080,14435,12901,6795,6025,3639,13322,8872,9413,4752,6178,5139,5585,4766,4999
TONSL,6835,878,5918,15828,2852,10254,2038,5139,12703,10184,12343,5610,14801,13601,8047,5942,1763,9853,2472,2211
TOP1,4848,12943,7086,12659,10100,2016,4419,7639,8169,14228,10007,8582,7120,13721,4846,575,1070,147,14601,14512
TOP1MT,6113,10309,5063,10156,7908,14720,3039,4837,11059,15381,9251,4626,12853,6778,4103,5413,4973,8148,3602,3327
TOP2A,14908,152,2695,13229,655,13454,1927,3446,13145,15553,12267,3730,14031,5295,9794,7820,11608,12942,5917,8021
TOP2B,12457,4499,13889,12095,14401,7990,7285,14808,9977,8402,9545,6906,8178,8763,6181,5621,4620,631,1517,139
TOP3A,13367,5121,6512,10819,13542,13092,7230,10088,11913,7473,10908,10511,10200,9316,1779,1426,1129,1881,961,653
TOP3B,9982,7620,2010,7582,4595,10582,9007,12435,4197,15123,2201,10686,3737,14581,8094,9126,11480,4445,7139,6923
TOPAZ1,10782,15419,9241,10297,3714,16222,5429,4968,6031,2351,9415,3156,1225,9588,8021,7446,6892,12524,8674,5051
TOPBP1,9938,5426,8267,4870,13635,7892,3486,8781,10639,3197,4927,14739,15306,14040,9380,4523,6584,3476,3661,3465
TOPORS,3982,7591,13257,2282,9019,4404,12820,13441,5746,2805,4392,14091,12376,13275,4755,9310,7552,7400,8485,6781
TOPORS-AS1,9131,5894,16155,2095,5984,2508,12619,9019,10029,9285,5052,4705,12777,7573,6756,10887,8854,9793,9038,6570
TOR1A,3983,4322,7321,1660,6285,3585,13981,12467,1427,6228,1861,15739,4972,11237,12190,13044,13008,12429,13447,12217
TOR1AIP1,13076,12999,10338,3972,8012,7245,14939,15274,4580,8131,12794,6232,5373,8815,1445,2569,1932,2307,6693,3161
TOR1AIP2,5273,9724,12166,3618,11231,5319,13514,13746,7871,10104,6486,10011,4908,12689,2167,5358,4979,3863,6117,5153
TOR1B,8728,3668,13100,5061,9609,6874,12354,11654,10876,6490,3220,11347,9811,13880,3621,4959,5451,6671,5788,3733
TOR2A,7269,7373,3480,12820,9260,12859,4939,2967,4782,553,1746,2668,13412,16238,12989,13485,13472,13747,13393,12726
TOR3A,954,10556,5659,6172,8450,5395,12282,7186,4015,11817,11828,15551,3175,3714,8313,10164,9033,10176,11428,9468
TOX,15563,15504,10975,15575,16072,9953,2363,15469,10337,740,10406,34,227,1619,12696,9448,13141,3560,13017,10631
TOX2,9533,2864,13613,8018,958,10542,13773,2324,14490,10540,12973,8083,1180,4370,11162,4253,11337,10514,7689,8225
TOX3,4009,2459,968,3427,16242,13798,7990,16240,8358,3892,2492,2624,7931,6899,8667,9411,11345,12999,10898,7724
TOX4,8745,12117,15201,11668,3707,8439,12735,6801,8742,8830,6234,9002,8956,8174,3688,4448,4894,4860,3781,2978
TP53,10344,2534,3954,14135,3228,15338,6392,1655,15656,12881,10515,3239,5899,7028,8817,5498,10408,12933,5405,3508
TP53BP1,12251,14430,7887,12102,13638,7194,6810,11357,11214,9925,8008,7622,11631,12540,1369,132,378,1200,1206,5064
TP53BP2,11727,12169,7466,5626,5759,13530,2053,15121,8245,14212,7197,9385,1737,5489,6878,2717,1911,3087,9142,11497
TP53I11,14037,14883,2762,4881,7175,3104,5342,6055,1281,2166,6028,16227,7044,4879,13072,13978,13726,13446,13979,13969
TP53I3,3570,2581,16098,14452,7544,5889,10142,5157,6293,1016,12422,10291,7468,7181,9490,10073,9347,8964,11385,10258
TP53INP1,10574,2481,14991,881,14111,6827,15676,15213,14837,2364,385,4213,11385,4131,14147,12410,12665,8310,9733,6038
TP53INP2,3506,12561,8872,779,13646,1169,16025,16069,3015,3880,1430,4759,10220,13088,6128,9850,7922,5363,13373,14193
TP53RK,8307,15738,6688,2654,10557,7082,14426,15963,4362,2937,10335,11443,746,992,10014,9778,9955,7609,10324,8160
TP53TG1,1142,9259,15485,4270,8788,3105,16139,5993,267,2342,8740,10826,14336,1637,13830,13533,14018,11909,12743,12054
TP53TG3C,13734,3346,15897,15203,9954,12409,8908,3502,7782,10461,7955,4714,3262,568,7390,8425,9173,13339,8805,7669
TP53TG3D,3741,10930,13885,1235,4833,614,14253,4112,1847,982,3008,15505,11284,12760,14215,14504,13637,14446,13759,14360
TP53TG5,8595,13105,10316,14516,6143,9544,9892,8712,12456,11280,12151,3622,14082,6911,1214,1000,1178,3046,1776,1430
TP63,5282,1435,1102,6397,26,15966,2754,17,14601,11184,9438,4520,3952,403,15367,16004,15743,13809,15970,15371
TP73,12403,12441,9494,13661,1353,14367,1961,5652,5071,14392,5688,4776,16013,167,6694,7775,7520,13251,7903,6688
TP73-AS1,2212,2873,15376,8948,11172,443,13659,10864,5591,958,3585,14836,12417,6116,11960,13417,12856,10848,11659,11583
TPBG,15014,1174,4116,1017,3878,419,3753,16248,304,15091,2626,516,3382,2423,15788,15258,15650,15913,15272,15402
TPCN1,5481,12260,6040,10187,15753,13067,10468,15822,13890,6222,9271,4014,1269,4948,8351,8712,3243,2324,228,1018
TPCN2,8584,4832,5586,15823,5505,6099,2253,16111,5461,12557,8156,5006,6099,165,14611,12037,14348,191,14609,14038
TPD52,6505,8526,13731,11274,8438,7183,8047,7031,5283,12383,15138,9292,5056,5431,1936,1322,1685,6980,7958,8550
TPD52L1,15338,15418,14832,15333,2442,620,2563,2610,1430,1229,13647,12168,507,393,15556,4148,14642,15396,13157,15043
TPD52L2,9072,2492,10025,10474,10721,4323,13391,11336,6058,9027,9880,13008,10030,9011,2293,3219,3177,4486,4583,5694
TPGS1,9989,4934,13444,3187,3414,623,15137,6119,6897,14456,1025,9125,2719,10853,11147,12259,10772,10525,12977,11067
TPGS2,1263,8218,13844,5860,9313,4532,8467,7501,5409,10301,7342,15002,6267,9476,7090,9291,8530,7245,8587,8885
TPH1,12420,2150,2451,2191,16278,5768,1634,6592,6691,5611,6549,1445,9335,2338,14422,14011,14973,14627,14136,14064
TPH2,7676,1023,1667,11512,14752,14626,12606,10836,15360,7031,3379,2561,14100,14302,2672,4049,2302,7785,4577,3531
TPI1,3987,8379,12396,2838,4521,3445,15633,11028,1827,4524,4461,14074,4444,11752,8522,10443,10328,10661,11230,11427
TPK1,9540,11202,10864,12891,4131,12442,9537,6632,11539,10325,7467,6288,14229,11270,2509,1118,1444,5718,352,931
TPM1,9494,3648,5579,6974,10254,6595,12274,12808,6273,13782,9390,10773,1532,11715,14499,2373,7666,136,9401,7329
TPM2,7059,8228,14830,4077,1486,11205,13534,10697,2132,8694,12915,8161,1415,11804,4539,9079,3473,2531,9907,10131
TPM3,4845,5739,7074,7195,12489,8777,12943,11505,6882,10587,4278,12388,6916,13703,1264,4619,2927,5154,6269,6215
TPM4,11545,5726,7504,2305,12247,8369,9205,8264,6279,13282,2345,11671,4472,14874,459,2768,1227,1916,15420,14119
TPMT,8650,9525,7412,13456,14188,12604,2962,9472,7381,7749,1807,14871,12622,4426,3820,4852,8148,6532,4310,5296
TPO,13591,1563,12184,6063,2807,14044,14233,7419,7758,5598,13970,9130,391,87,14655,6280,11333,10650,3158,15135
TPP1,3333,11200,15891,2584,8507,2899,14155,11141,3403,2613,3787,11986,6611,11109,9671,11330,10281,8690,11427,9941
